2022-11-29 14:17:18:174  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:17:18:178  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:17:18:193  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:17:18:209  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:211  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:213  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:214  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:216  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:218  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:228  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:230  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:17:18:230  车速为：51.0166位置标记为：1
2022-11-29 14:17:18:235  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:17:18:369  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:17:26:972  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:17:26:975  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:17:26:996  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:18:40:597  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:18:40:600  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:18:40:616  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:18:45:426  electricalTemperatureCalculate:vect2数据分离异常，位置标记：1
2022-11-29 14:18:45:428  车速为：51.0166位置标记为：1
2022-11-29 14:18:45:435  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:18:45:583  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:18:45:606  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:18:45:611  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:18:45:625  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:18:45:644  electricalTemperatureCalculate:vect2数据分离异常，位置标记：0
2022-11-29 14:18:45:645  车速为：51.0166位置标记为：0
2022-11-29 14:18:45:650  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:18:45:792  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:19:05:722  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:19:05:728  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:19:05:741  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:19:05:754  electricalTemperatureCalculate:vect2数据分离异常，位置标记：1
2022-11-29 14:19:05:755  车速为：66.5595位置标记为：1
2022-11-29 14:19:05:759  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:19:05:880  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:19:05:896  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:19:05:899  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:19:05:910  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:19:05:923  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:19:05:928  electricalTemperatureCalculate:vect2数据分离异常，位置标记：0
2022-11-29 14:19:05:930  车速为：66.5595位置标记为：0
2022-11-29 14:19:05:935  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:19:06:057  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:19:30:213  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:19:30:217  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:19:30:234  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:19:30:253  electricalTemperatureCalculate:vect2数据分离异常，位置标记：1
2022-11-29 14:19:30:254  车速为：44.3018位置标记为：1
2022-11-29 14:19:30:261  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:19:30:424  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:19:30:450  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:19:30:454  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:19:30:471  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:19:30:497  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:19:30:500  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:19:30:502  electricalTemperatureCalculate:vect2数据分离异常，位置标记：0
2022-11-29 14:19:30:502  车速为：44.3018位置标记为：0
2022-11-29 14:19:30:508  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:19:30:658  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:21:09:580  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:21:09:583  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:21:09:594  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:21:09:608  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:610  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:611  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:613  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:614  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:616  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:617  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:619  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:21:09:620  车速为：64.0371位置标记为：1
2022-11-29 14:21:09:624  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:21:09:740  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:21:09:760  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:21:09:764  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:21:09:777  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:21:09:790  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:21:09:791  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:21:09:793  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:21:09:794  electricalTemperatureCalculate:vect2数据分离异常，位置标记：0
2022-11-29 14:21:21:445  车速为：64.0371位置标记为：0
2022-11-29 14:21:21:451  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:21:21:605  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:22:07:256  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:22:07:261  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:22:07:278  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:22:07:292  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:294  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:295  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:297  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:298  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:300  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:301  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:303  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:22:07:304  车速为：64.0371位置标记为：1
2022-11-29 14:22:07:308  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:22:07:422  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:22:07:443  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:22:07:446  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:22:07:461  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:22:07:474  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:476  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:478  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:479  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:481  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:482  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:484  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
