2020-12-29 20:01:12:828  收到来车信号，流水号：20201229200112，所有设备开始采集
2020-12-29 20:01:12:875  开启A/D采集
2020-12-29 20:01:34:216  收到离车信号，流水号：20201229200112，线号：14，车号：059060，主控端：0，所有设备停止采集
2020-12-29 20:01:34:218  收到停止采集命令，开始停止采集
2020-12-29 20:01:34:225  停止采集数据
2020-12-29 20:01:34:227  采集连接已断开
2020-12-29 20:01:34:229  开始数据分析和落盘
2020-12-29 20:01:38:126  vibration1完成落盘
2020-12-29 20:01:41:779  vibration2完成落盘
2020-12-29 20:01:45:218  vibration3完成落盘
2020-12-29 20:01:48:601  vibration4完成落盘
2020-12-29 20:01:51:653  vibration5完成落盘
2020-12-29 20:01:55:027  vibration6完成落盘
2020-12-29 20:01:58:423  vibration7完成落盘
2020-12-29 20:02:01:910  vibration8完成落盘
2020-12-29 20:02:05:440  magnetic1完成落盘
2020-12-29 20:02:08:741  magnetic2完成落盘
2020-12-29 20:02:11:977  magnetic3完成落盘
2020-12-29 20:02:15:543  magnetic4完成落盘
2020-12-29 20:02:18:742  temperate1完成落盘
2020-12-29 20:02:21:605  temperate2完成落盘
2020-12-29 20:02:24:805  temperate3完成落盘
2020-12-29 20:02:28:280  temperate4完成落盘
2020-12-29 20:02:28:289  开始处理数据
2020-12-29 20:02:28:841  右侧计算完成
2020-12-29 20:02:29:299  左侧计算完成
2020-12-29 20:02:29:301  检查结果数据
2020-12-29 20:02:29:302  通知桌面显示数据
2020-12-29 20:02:29:320  开始写入数据库
2020-12-29 20:02:29:341  预警及报警参数加载完成
2020-12-29 20:02:29:344  数据库打开成功
2020-12-29 20:02:29:346  train_info数据表写入成功
2020-12-29 20:02:29:475  train_onlyid读取成功
2020-12-29 20:02:29:479  train_data数据表写入成功
2020-12-29 20:02:29:483  vt_info数据表，第0次写入成功
2020-12-29 20:02:29:486  vt_info数据表，第1次写入成功
2020-12-29 20:02:29:490  vt_info数据表，第2次写入成功
2020-12-29 20:02:29:494  vt_info数据表，第3次写入成功
2020-12-29 20:02:29:497  vt_info数据表，第4次写入成功
2020-12-29 20:02:29:501  vt_info数据表，第5次写入成功
2020-12-29 20:02:29:504  vt_info数据表，第6次写入成功
2020-12-29 20:02:29:508  vt_info数据表，第7次写入成功
2020-12-29 20:02:29:512  vt_info数据表，第8次写入成功
2020-12-29 20:02:29:516  vt_info数据表，第9次写入成功
2020-12-29 20:02:29:519  vt_info数据表，第10次写入成功
2020-12-29 20:02:29:523  vt_info数据表，第11次写入成功
2020-12-29 20:02:29:526  vt_info数据表，第12次写入成功
2020-12-29 20:02:29:530  vt_info数据表，第13次写入成功
2020-12-29 20:02:29:534  vt_info数据表，第14次写入成功
2020-12-29 20:02:29:537  vt_info数据表，第15次写入成功
2020-12-29 20:02:29:541  vt_info数据表，第16次写入成功
2020-12-29 20:02:29:545  vt_info数据表，第17次写入成功
2020-12-29 20:02:29:548  vt_info数据表，第18次写入成功
2020-12-29 20:02:29:552  vt_info数据表，第19次写入成功
2020-12-29 20:02:29:555  vt_info数据表，第20次写入成功
2020-12-29 20:02:29:559  vt_info数据表，第21次写入成功
2020-12-29 20:02:29:562  vt_info数据表，第22次写入成功
2020-12-29 20:02:29:566  vt_info数据表，第23次写入成功
2020-12-29 20:02:29:570  vt_info数据表，第24次写入成功
2020-12-29 20:02:29:573  vt_info数据表，第25次写入成功
2020-12-29 20:02:29:577  vt_info数据表，第26次写入成功
2020-12-29 20:02:29:580  vt_info数据表，第27次写入成功
2020-12-29 20:02:29:584  vt_info数据表，第28次写入成功
2020-12-29 20:02:29:588  vt_info数据表，第29次写入成功
2020-12-29 20:02:29:591  vt_info数据表，第30次写入成功
